Year,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec
1985,0.0,0.0,0.0,1.6331460028886795,7.179709553718567,23.982868745923042,278.79421953856945,103.25664776563644,92.2569100856781,33.254787027835846,0.0,15.712356805801392
1986,27.50157356262207,26.953717291355133,17.602212339639664,1.085161805152893,35.73908060789108,54.52258321642876,38.41905549168587,129.10229451954365,82.18813543021679,1.5875277519226074,0.0,10.752094268798828
1987,14.416924357414246,8.695732057094574,13.659918308258057,3.639187768101692,38.65190280228853,34.46632036566734,28.29350370168686,98.66469922661781,17.434752717614174,16.5862877368927,0.0,0.3528594672679901
1988,0.0,12.76878908276558,49.100518107414246,4.336428672075272,0.16714395582675934,80.58608518540859,218.31120343506336,213.40553218126297,107.97326028347015,0.0,0.0,0.0
1989,31.29537257552147,0.0,39.296626418828964,0.0,0.0,2.424843892455101,18.322592198848724,58.83008198440075,61.546795129776,0.5420712828636169,2.3664579689502716,2.5655401945114136
1990,0.0,94.84107914566994,0.38339486718177795,0.6368846893310547,44.24075973033905,9.617426872253418,136.49145368486643,163.5859590023756,160.47227056324482,8.183950424194336,39.98978519439697,10.014378547668457
1991,0.0,14.06693734228611,3.7250657975673676,6.0570177137851715,5.68679004907608,7.450569003820419,39.37445604801178,476.5163067802787,155.7201506048441,0.0,1.1652750372886658,35.95021057128906
1992,19.565901279449463,8.554285764694214,0.0,0.0,0.0,5.9660883992910385,227.79537197947502,267.4989258348942,99.82385438680649,7.712203174829483,32.53261709213257,0.0
1993,17.946662932634354,12.88040030002594,6.026154547929764,13.111932873725891,11.585826635360718,86.62377814948559,380.575684428215,94.23322290182114,223.1500717997551,0.0,0.0,0.0
1994,29.628445982933044,4.277149260044098,0.6931712031364441,13.247633695602417,13.36979827284813,72.43799272179604,498.66857409477234,192.62170358002186,27.54260343313217,0.0,0.0,0.0
1995,54.14121177792549,18.214342884719372,31.578021705150604,1.3121259212493896,0.0,43.0563929527998,110.88826233148575,591.5991325378418,217.05898290872574,0.0,0.0,0.0
1996,3.489023059606552,92.92029374837875,0.2853170931339264,0.0,1.649489313364029,142.7056619077921,208.6781897842884,410.85478633642197,187.54633274674416,2.322561040520668,0.0,0.0
1997,0.5349695384502411,0.20507165789604187,3.097578525543213,21.51814767718315,54.068215072155,150.31435230374336,152.91749570518732,20.791221231222153,6.663053974509239,6.958983555436134,5.567865282297134,9.091385871171951
1998,0.0,5.467431366443634,6.906085789203644,1.1505629122257233,1.077016942203045,67.31617948412895,193.3493620455265,278.3735141605139,23.190911829471588,7.4474785923957825,2.8799195289611816,0.0
1999,27.356920540332794,0.38339483737945557,0.0,0.0,2.5512536764144897,64.44436946511269,187.49238228797913,81.99107682704926,114.41247646510601,6.616599395871162,0.0,0.0
2000,2.409810319542885,13.849471092224121,0.9671080410480499,1.1545440703630447,3.268828570842743,140.97161015868187,252.0817047804594,216.51807162165642,1.177116334438324,0.0,0.20507164299488068,0.37447860836982727
2001,20.75300645828247,6.573378145694733,6.363215923309326,25.000474214553833,44.575250536203384,186.06566885113716,132.77244240045547,210.93784415721893,27.129032015800476,4.074031740427017,0.0,0.0
2002,22.058858171105385,22.285642221570015,0.6797300577163696,0.0,48.71893183887005,65.44123883545399,8.953029856085777,149.47687456011772,192.5249246954918,0.3021022379398346,0.0,14.589911013841629
2003,15.801240354776382,53.06171903014183,1.9305662363767624,0.0,2.1816060841083527,48.89785382151604,556.5990785136819,210.70799134671688,114.32307380437851,0.0,0.0,22.876857668161392
2004,24.304269790649414,0.0,0.0,31.35069227218628,20.06270071864128,27.81085956096649,15.163947522640228,390.38883060216904,50.056627452373505,39.28405845165253,0.0,0.0
2005,2.019219681620598,33.58594688773155,5.740748375654221,0.0,2.455379366874695,50.451639115810394,182.18815004825592,38.76023718714714,202.47566384077072,0.0,0.0,0.0
2006,0.0,0.0,14.629410475492477,0.3986574113368988,15.464374855160713,30.430015325546265,155.14576397836208,14.174627929925919,69.98016273975372,8.908079624176025,1.2733403444290161,0.0
2007,0.2201092690229416,28.598598152399063,35.81567965447903,0.0,2.2389067709445953,18.35597351193428,38.868291944265366,30.470467045903206,22.11921362578869,0.0,0.0,0.0
2008,0.1682041734457016,0.0,0.0,5.01667582988739,31.13367711007595,30.34859922528267,36.46327482163906,71.22300803661346,36.270623579621315,0.0,0.9678841829299927,0.0
2009,0.601081371307373,0.7800047993659973,0.9053016901016235,0.3679358959197998,15.330168724060059,8.145820021629333,63.140611335635185,71.60052642226219,94.22682535648346,1.335758239030838,1.250937581062317,0.2422543317079544
2010,4.175251305103302,16.584668278694153,0.0,0.11592226475477219,3.472885012626648,1.7775292545557022,111.28937232494354,222.23674708604813,238.43505510687828,6.013993263244629,5.023511350154877,3.3371137976646423
2011,0.0,26.065328031778336,2.7432548999786377,10.177091859281063,54.63584305346012,88.9700729995966,210.20591190457344,184.6190800368786,57.58121234178543,0.0,0.0,1.2301536798477173
2012,10.050972700119019,0.0,19.192733764648438,21.749621018767357,0.941321074962616,0.5742831155657768,121.63162223994732,199.8082467019558,104.81935910135508,2.291398525238037,1.049724817276001,11.191345885396004
2013,22.224021196365356,51.18365616351366,8.127513647079468,2.346905544400215,0.10468699783086777,59.248603999614716,105.24796691536903,140.32100069522858,27.617172077298164,20.042131632566452,0.0,1.99624764919281
2014,12.166749715805054,37.18621152639389,27.970572143793106,4.914411559700966,24.747629910707474,20.608296245336533,44.71035051345825,36.101064532995224,55.81234382838011,0.3025955706834793,0.0,7.699208736419678
2015,19.39442800730467,0.9173583537340164,65.00845098495483,21.142620980739594,6.953252345323563,57.11368698626757,147.9623871743679,117.33620983362198,11.550104543566704,1.1404845714569092,1.1654974222183228,0.0
2016,0.0,0.0,12.577578462660313,0.0,13.373190701007843,15.496361181139946,136.1109427958727,80.90190355479717,18.959598541259766,4.5945916175842285,0.0,0.0
2017,18.025777101516724,0.0,5.305913031101227,3.820032924413681,15.917412646114826,91.41565105319023,72.22438392043114,71.06223031878471,63.539856135845184,0.0,0.13868173956871033,3.867927074432373
2018,2.274679660797119,0.0,0.0,3.559826597571373,3.5896365866065025,24.841332718729973,155.34460347890854,67.70207485556602,99.45123642683029,0.0,2.429948627948761,0.20292119681835175
2019,25.985953271389008,25.042682707309723,4.1651997566223145,3.7210057750344276,21.66016113758087,8.857082262635231,97.55198219418526,92.30732500553131,42.29483366012573,14.659327507019043,1.646596372127533,12.045589208602905
2020,20.673817329108715,0.96234992146492,55.88897939026356,5.247572049498558,18.264026284217834,31.848954066634178,119.63170328736305,173.55132376402617,9.418033078312874,0.0,1.593690276145935,1.6931769847869873
2021,26.577029705047607,2.17210497148335,0.7694052392616868,1.2486418932676315,68.63944871444255,16.65750215575099,226.88017243146896,220.46273693442345,233.06041441112757,59.12711316347122,0.0,2.563303917646408
